agent_id,timestep,from_state,to_state,emb_x,emb_y
agent_0000,694,exploratory,stable,3.283843517303467,11.059218406677246
agent_0000,696,stable,adaptive,0.3918321132659912,8.18839168548584
agent_0000,698,adaptive,exploratory,6.611441612243652,10.59936809539795
agent_0000,700,exploratory,adaptive,5.944183826446533,11.161493301391602
agent_0000,701,adaptive,stable,2.648263692855835,9.875115394592285
agent_0000,702,stable,exploratory,8.630791664123535,9.42601490020752
agent_0000,706,exploratory,unstable,12.283217430114746,0.5301222205162048
agent_0000,708,unstable,exploratory,10.805009841918945,5.734116554260254
agent_0000,711,exploratory,unstable,11.104755401611328,1.7145065069198608
agent_0000,721,unstable,stable,11.464029312133789,1.674137830734253
agent_0000,727,stable,exploratory,6.186465740203857,10.887619972229004
agent_0000,728,exploratory,stable,2.559091567993164,9.405442237854004
agent_0000,729,stable,unstable,12.495704650878906,1.0352340936660767
agent_0000,730,unstable,exploratory,11.53732681274414,4.265038967132568
agent_0000,735,exploratory,adaptive,6.572100639343262,10.786942481994629
agent_0000,737,adaptive,unstable,12.737617492675781,0.39035341143608093
agent_0000,743,unstable,adaptive,10.482195854187012,5.142744541168213
agent_0000,745,adaptive,stable,5.9072747230529785,9.141611099243164
agent_0000,751,stable,exploratory,8.344019889831543,9.512435913085938
agent_0000,752,exploratory,adaptive,6.060309410095215,9.729433059692383
agent_0000,754,adaptive,unstable,12.631211280822754,1.3405373096466064
agent_0000,756,unstable,exploratory,11.35731029510498,4.5254292488098145
agent_0000,758,exploratory,unstable,11.527610778808594,1.4104504585266113
agent_0000,762,unstable,adaptive,11.360817909240723,5.446370601654053
agent_0000,764,adaptive,stable,6.685940742492676,9.053184509277344
agent_0000,765,stable,exploratory,9.834209442138672,10.989629745483398
agent_0000,767,exploratory,stable,6.625886917114258,11.979710578918457
agent_0000,774,stable,exploratory,8.065230369567871,11.714593887329102
agent_0000,780,exploratory,adaptive,7.631251811981201,11.135544776916504
agent_0000,785,adaptive,stable,1.0044260025024414,8.313803672790527
agent_0000,791,stable,adaptive,-0.39743563532829285,8.003632545471191
agent_0000,792,adaptive,stable,-1.4086074829101562,6.081568241119385
agent_0000,798,stable,adaptive,-0.2696807384490967,5.242307186126709
agent_0000,801,adaptive,exploratory,7.171533107757568,10.718402862548828
agent_0000,803,exploratory,adaptive,6.589236736297607,10.675585746765137
agent_0000,804,adaptive,unstable,11.3766508102417,0.8761041760444641
agent_0000,813,unstable,stable,11.609441757202148,3.9884719848632812
agent_0000,818,stable,adaptive,2.2493934631347656,9.007094383239746
agent_0000,819,adaptive,stable,0.5892462134361267,7.460811614990234
agent_0000,824,stable,exploratory,7.525060176849365,11.602999687194824
agent_0000,825,exploratory,adaptive,6.412215709686279,11.207046508789062
agent_0000,826,adaptive,stable,3.4043970108032227,10.25374698638916
agent_0000,828,stable,exploratory,7.310883522033691,10.693842887878418
agent_0000,830,exploratory,unstable,10.737936019897461,2.5570228099823
agent_0000,832,unstable,adaptive,10.513688087463379,7.050243377685547
agent_0000,834,adaptive,exploratory,10.741029739379883,7.883993148803711
agent_0000,835,exploratory,adaptive,7.914216041564941,9.969602584838867
agent_0000,836,adaptive,unstable,11.49665641784668,2.068662166595459
agent_0000,840,unstable,exploratory,11.4364595413208,4.730760097503662
agent_0000,841,exploratory,adaptive,9.530198097229004,7.916417598724365
agent_0000,842,adaptive,stable,6.666019916534424,9.340254783630371
agent_0000,850,stable,exploratory,7.00526237487793,11.897445678710938
agent_0000,851,exploratory,stable,3.146893262863159,11.27915096282959
agent_0000,854,stable,exploratory,8.849169731140137,9.87067699432373
agent_0000,855,exploratory,adaptive,6.679841041564941,10.638558387756348
agent_0000,856,adaptive,exploratory,9.549444198608398,10.480603218078613
agent_0000,858,exploratory,adaptive,7.936445236206055,11.364748001098633
agent_0000,859,adaptive,stable,4.019761562347412,10.984254837036133
agent_0000,862,stable,adaptive,2.203320026397705,10.72083568572998
agent_0000,868,adaptive,stable,1.3705475330352783,9.125134468078613
agent_0000,872,stable,exploratory,6.7234978675842285,10.723193168640137
agent_0000,874,exploratory,unstable,11.901000022888184,2.3578028678894043
agent_0000,878,unstable,stable,11.565576553344727,3.4458584785461426
agent_0000,880,stable,exploratory,10.456894874572754,6.988849639892578
agent_0000,881,exploratory,adaptive,9.043091773986816,9.4452486038208
agent_0000,882,adaptive,stable,5.264884948730469,10.079309463500977
agent_0000,883,stable,unstable,12.246206283569336,0.025852585211396217
agent_0000,890,unstable,adaptive,11.299588203430176,5.034758567810059
agent_0000,891,adaptive,stable,9.569684982299805,7.307640075683594
agent_0000,892,stable,exploratory,10.002676010131836,8.379722595214844
agent_0000,896,exploratory,adaptive,9.297663688659668,10.787924766540527
agent_0000,898,adaptive,stable,2.6990387439727783,10.459038734436035
agent_0000,904,stable,exploratory,8.58485221862793,11.522224426269531
agent_0000,906,exploratory,unstable,12.83644962310791,0.12328600883483887
agent_0000,909,unstable,stable,11.84605598449707,3.6764259338378906
agent_0000,918,stable,exploratory,5.577164173126221,10.627120018005371
agent_0000,919,exploratory,adaptive,4.885137557983398,11.608421325683594
agent_0000,922,adaptive,stable,0.4297180473804474,7.355147361755371
agent_0000,924,stable,unstable,11.639969825744629,2.5475356578826904
agent_0000,925,unstable,adaptive,10.66473388671875,5.717450141906738
agent_0000,926,adaptive,stable,8.986595153808594,7.6691107749938965
agent_0000,931,stable,exploratory,8.239785194396973,9.269493103027344
agent_0000,933,exploratory,adaptive,5.2129364013671875,10.519795417785645
agent_0000,934,adaptive,stable,2.5110440254211426,9.373287200927734
agent_0000,941,stable,exploratory,5.295967102050781,11.012693405151367
agent_0000,946,exploratory,adaptive,7.372020721435547,10.767807006835938
agent_0000,947,adaptive,exploratory,10.367146492004395,10.62260913848877
agent_0000,948,exploratory,adaptive,8.076043128967285,11.614555358886719
agent_0000,950,adaptive,stable,2.3727200031280518,10.871207237243652
agent_0000,951,stable,exploratory,7.360144138336182,10.499641418457031
agent_0000,956,exploratory,adaptive,9.007034301757812,11.260507583618164
agent_0000,958,adaptive,stable,3.273790121078491,11.163920402526855
agent_0000,959,stable,adaptive,2.9043705463409424,11.098189353942871
agent_0000,962,adaptive,exploratory,6.7951459884643555,12.09980583190918
agent_0000,963,exploratory,adaptive,6.155620098114014,12.160751342773438
agent_0000,964,adaptive,unstable,12.072150230407715,1.2797651290893555
agent_0000,968,unstable,adaptive,10.69493579864502,4.617247581481934
agent_0000,973,adaptive,stable,1.4102098941802979,9.813267707824707
agent_0000,975,stable,exploratory,5.100015640258789,10.238183975219727
agent_0000,976,exploratory,adaptive,4.306632995605469,11.22136402130127
agent_0000,977,adaptive,stable,1.4894908666610718,9.64852237701416
agent_0000,979,stable,exploratory,5.464710235595703,11.312239646911621
agent_0000,980,exploratory,unstable,12.011707305908203,1.690053939819336
agent_0000,981,unstable,stable,11.889265060424805,3.6662538051605225
agent_0000,986,stable,exploratory,8.76061725616455,10.841448783874512
agent_0000,988,exploratory,adaptive,8.049684524536133,11.757756233215332
agent_0000,989,adaptive,stable,4.720912456512451,11.871938705444336
agent_0000,990,stable,exploratory,9.846480369567871,10.688615798950195
agent_0000,991,exploratory,adaptive,6.61859130859375,12.00904655456543
